cricinfo_id,fetch_status,fetch_error,meta_full_name,meta_known_as,meta_country,meta_dob,meta_birthplace,meta_batting_style,batting_hand,meta_bowling_style,bowling_hand,bowling_type,meta_playing_role,fetched_at,name,full_name,country,dob,batting_style,bowling_style
44078,success,,George Finlay Bissett,George Bissett,South Africa,1905-11-05,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 04:03:38.73542,George Bissett,George Finlay Bissett,South Africa,1905-11-05,Right-hand bat,Right-arm fast
7395,success,,Gordon Frederick Rorke,Gordon Rorke,Australia,1938-06-27,,Left-hand bat,left,Right-arm fast,right,pace,,2026-06-10 04:03:40.196969,Gordon Rorke,Gordon Frederick Rorke,Australia,1938-06-27,Left-hand bat,Right-arm fast
1218992,success,,Gerhard Janse van Rensburg,Gerhard Janse van Rensburg,Namibia,2004-11-15,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 04:03:41.658656,Gerhard Janse van Rensburg,Gerhard Janse van Rensburg,Namibia,2004-11-15,Right-hand bat,Legbreak
51463,success,,George McDonald Carew,George Carew,West Indies,1910-06-04,,Right-hand bat,right,Slow left-arm orthodox,left,spin,,2026-06-10 04:03:44.460976,George Carew,George McDonald Carew,West Indies,1910-06-04,Right-hand bat,Slow left-arm orthodox
1514450,success,,Gurvinder Singh Bajwa,Gurvinder Bajwa,Spain,1994-04-11,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 04:03:45.92253,Gurvinder Bajwa,Gurvinder Singh Bajwa,Spain,1994-04-11,Left-hand bat,Right-arm medium
522769,success,,Gede Yogi Prastama,Gede Prastama,Indonesia,1995-10-30,,Right-hand bat,right,,,,,2026-06-10 04:03:47.383297,Gede Prastama,Gede Yogi Prastama,Indonesia,1995-10-30,Right-hand bat,
1314202,success,,Gabor Torok,Gabor Torok,Hungary,1981-08-23,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:03:48.845769,Gabor Torok,Gabor Torok,Hungary,1981-08-23,Right-hand bat,Right-arm medium
1295902,success,,Muhammad Ghazi Ghori,Ghazi Ghori,Pakistan,2003-03-16,,Right-hand bat,right,,,,,2026-06-10 04:03:50.307604,Ghazi Ghori,Muhammad Ghazi Ghori,Pakistan,2003-03-16,Right-hand bat,
1382806,success,,Hrvoje Hajnic,Hrvoje Hajnic,Croatia,1974-01-05,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:03:51.769362,Hrvoje Hajnic,Hrvoje Hajnic,Croatia,1974-01-05,Right-hand bat,Right-arm medium
1434278,success,,Harry Pile,Harry Pile,Gibraltar,1983-04-20,,Right-hand bat,right,,,,,2026-06-10 04:03:53.231042,Harry Pile,Harry Pile,Gibraltar,1983-04-20,Right-hand bat,
1089939,success,,Hemal Pragji,Hemal Pragji,Botswana,1998-04-06,,Right-hand bat,right,,,,,2026-06-10 04:03:54.692778,Hemal Pragji,Hemal Pragji,Botswana,1998-04-06,Right-hand bat,
22502,success,,Henry Wood,Henry Wood,England,1853-12-14,,Right-hand bat,right,Right-arm fast (roundarm),right,pace,,2026-06-10 04:03:56.154459,Henry Wood,Henry Wood,England,1853-12-14,Right-hand bat,Right-arm fast (roundarm)
821647,success,,Hamu Bagenda Kayondo,Hamu Kayondo,Uganda,1990-03-09,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:03:57.616012,Hamu Kayondo,Hamu Bagenda Kayondo,Uganda,1990-03-09,Right-hand bat,Right-arm offbreak
471045,success,,Hidde C Overdijk,Hidde Overdijk,Netherlands,1996-04-29,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:00.497497,Hidde Overdijk,Hidde C Overdijk,Netherlands,1996-04-29,Right-hand bat,Right-arm medium
43913,success,,Hylton Deon Ackerman,HD Ackerman,South Africa,1973-02-14,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:01.959155,HD Ackerman,Hylton Deon Ackerman,South Africa,1973-02-14,Right-hand bat,Right-arm medium
11918,success,,Horace Edgar Dollery,Tom Dollery,England,1914-10-14,,Right-hand bat,right,,,,,2026-06-10 04:04:03.420748,Tom Dollery,Horace Edgar Dollery,England,1914-10-14,Right-hand bat,
9237,success,,Hugh Richard Bromley-Davenport,Hugh Bromley-Davenport,England,1870-08-18,,Right-hand bat,right,Left-arm fast,left,pace,,2026-06-10 04:04:04.965079,Hugh Bromley-Davenport,Hugh Richard Bromley-Davenport,England,1870-08-18,Right-hand bat,Left-arm fast
1534329,success,,Hammadullah Shinwari,Hammadullah Shinwari,Finland,2002-02-02,,Left-hand bat,left,Left-arm medium-fast,left,pace,,2026-06-10 04:04:06.426745,Hammadullah Shinwari,Hammadullah Shinwari,Finland,2002-02-02,Left-hand bat,Left-arm medium-fast
340854,success,,Harpreet Singh Bhatia,Harpreet Singh,United Arab Emirates,1991-08-11,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 04:04:07.921295,Harpreet Singh,Harpreet Singh Bhatia,United Arab Emirates,1991-08-11,Left-hand bat,Right-arm medium
1493421,success,,Hasan Yanar,Hasan Yanar,Turkey,1999-02-20,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:09.382949,Hasan Yanar,Hasan Yanar,Turkey,1999-02-20,Right-hand bat,Right-arm medium
1472723,success,,Hashir Anwar Dafedar,Hashir Dafedar,Oman,1999-11-24,,Right-hand bat,right,,,,,2026-06-10 04:04:10.844607,Hashir Dafedar,Hashir Anwar Dafedar,Oman,1999-11-24,Right-hand bat,
1153779,success,,Hayatullah Niazi,Hayatullah Niazi,Norway,2000-12-09,,Left-hand bat,left,Left-arm medium-fast,left,pace,,2026-06-10 04:04:12.335274,Hayatullah Niazi,Hayatullah Niazi,Norway,2000-12-09,Left-hand bat,Left-arm medium-fast
1459199,success,,Hein Zin Aung,Hein Zin Aung,Myanmar,2004-04-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:13.796989,Hein Zin Aung,Hein Zin Aung,Myanmar,2004-04-01,Right-hand bat,Right-arm medium
420432,success,,Ibrahim Mansaray,Ibrahim Mansaray,Sierra Leone,1992-12-22,,Right-hand bat,right,,,,,2026-06-10 04:04:16.726296,Ibrahim Mansaray,Ibrahim Mansaray,Sierra Leone,1992-12-22,Right-hand bat,
52931,success,,Irvine Theodore Shillingford,Irvine Shillingford,West Indies,1944-04-18,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:04:18.187875,Irvine Shillingford,Irvine Theodore Shillingford,West Indies,1944-04-18,Right-hand bat,Right-arm offbreak
1276922,success,,Ijaz Ahmad Ahmadzai,Ijaz Ahmad Ahmadzai,Afghanistan,2003-06-25,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:19.649509,Ijaz Ahmad Ahmadzai,Ijaz Ahmad Ahmadzai,Afghanistan,2003-06-25,Right-hand bat,Right-arm medium
1493423,success,,Ilyas Cetin,Ilyas Cetin,Turkey,2007-07-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:21.311562,Ilyas Cetin,Ilyas Cetin,Turkey,2007-07-01,Right-hand bat,Right-arm medium
1058209,success,,Imran Ashraf,Imran Ashraf,Qatar,1980-10-18,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 04:04:22.772638,Imran Ashraf,Imran Ashraf,Qatar,1980-10-18,Right-hand bat,Legbreak googly
40574,success,,Mohammad Iqbal Sikander,Iqbal Sikander,Pakistan,1958-12-19,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 04:04:24.257018,Iqbal Sikander,Mohammad Iqbal Sikander,Pakistan,1958-12-19,Right-hand bat,Legbreak googly
1163157,success,,Ifran Alli Bhima,Irfan Bhima,Malawi,1985-01-17,,Left-hand bat,left,Left-arm medium,left,pace,,2026-06-10 04:04:25.718632,Irfan Bhima,Ifran Alli Bhima,Malawi,1985-01-17,Left-hand bat,Left-arm medium
1535798,success,,Irfan Ringku,Irfan Ringku,Romania,,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:27.380815,Irfan Ringku,Irfan Ringku,Romania,,Right-hand bat,Right-arm medium
391479,success,,Irfan Sarfraz,Irfan Sarfraz,Saudi Arabia,1987-10-10,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:04:28.842424,Irfan Sarfraz,Irfan Sarfraz,Saudi Arabia,1987-10-10,Right-hand bat,Right-arm offbreak
40579,success,,Israr Ali,Israr Ali,Pakistan,1927-05-01,,Left-hand bat,left,Left-arm fast-medium,left,pace,,2026-06-10 04:04:30.307664,Israr Ali,Israr Ali,Pakistan,1927-05-01,Left-hand bat,Left-arm fast-medium
1537900,success,,Issa Al Balushi,Issa Al Balushi,Oman,1992-10-09,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:33.154709,Issa Al Balushi,Issa Al Balushi,Oman,1992-10-09,Right-hand bat,Right-arm medium
3975,success,,Jo Angel,Jo Angel,Australia,1968-04-22,,Left-hand bat,left,Right-arm fast,right,pace,,2026-06-10 04:04:34.61624,Jo Angel,Jo Angel,Australia,1968-04-22,Left-hand bat,Right-arm fast
380957,success,,James Cameron-Dow,James Cameron-Dow,Ireland,1990-05-18,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 04:04:36.077788,James Cameron-Dow,James Cameron-Dow,Ireland,1990-05-18,Left-hand bat,Slow left-arm orthodox
749517,success,,Janaka Chaturanga Kehelwala Gedara,Janaka Chaturanga,Bahrain,1982-09-23,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:37.539447,Janaka Chaturanga,Janaka Chaturanga Kehelwala Gedara,Bahrain,1982-09-23,Right-hand bat,Right-arm medium
1481332,success,,Jerome Daley,Jerome Daley,Turks and Caicos Island,1992-10-10,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:04:39.454107,Jerome Daley,Jerome Daley,Turks and Caicos Island,1992-10-10,Right-hand bat,Right-arm medium-fast
302856,success,,Jonathon Dunn,Jonathon Dunn,Vanuatu,1989-06-04,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:41.389841,Jonathon Dunn,Jonathon Dunn,Vanuatu,1989-06-04,Right-hand bat,Right-arm medium
586029,success,,Junain Hansrod,Junain Hansrod,Eswatini,1973-05-27,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:42.851487,Junain Hansrod,Junain Hansrod,Eswatini,1973-05-27,Right-hand bat,Right-arm medium
1178912,success,,Jurg Hirschi,Jurg Hirschi,Malta,1980-03-03,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:04:44.313128,Jurg Hirschi,Jurg Hirschi,Malta,1980-03-03,Right-hand bat,Right-arm offbreak
1484472,success,,Jamsheed Kunnanchirakkal,Jamsheed Kunnanchirakkal,Malta,1991-03-06,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:04:45.774805,Jamsheed Kunnanchirakkal,Jamsheed Kunnanchirakkal,Malta,1991-03-06,Right-hand bat,Right-arm medium
53131,success,,John Trim,John Trim,West Indies,1915-01-25,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 04:04:47.241858,John Trim,John Trim,West Indies,1915-01-25,Right-hand bat,Right-arm fast-medium
36842,success,,John Angus Dunning,Jack Dunning,New Zealand,1903-02-06,,Right-hand bat,right,,,,,2026-06-10 04:04:50.069271,Jack Dunning,John Angus Dunning,New Zealand,1903-02-06,Right-hand bat,
12848,success,,John Alfred Flavell,Jack Flavell,England,1929-05-15,,Left-hand bat,left,Right-arm fast-medium,right,pace,,2026-06-10 04:04:51.53112,Jack Flavell,John Alfred Flavell,England,1929-05-15,Left-hand bat,Right-arm fast-medium
15468,success,,John Alexander Jameson,John Jameson,England,1941-06-30,,Right-hand bat,right,,,,,2026-06-10 04:04:53.269682,John Jameson,John Alexander Jameson,England,1941-06-30,Right-hand bat,
6452,success,,John Alexander Maclean,John Maclean,Australia,1946-04-27,,Right-hand bat,right,,,,,2026-06-10 04:04:54.731821,John Maclean,John Alexander Maclean,Australia,1946-04-27,Right-hand bat,
470768,success,,Jason C Martin,Jason Martin,Guernsey,1995-03-18,,Right-hand bat,right,,,,,2026-06-10 04:04:56.221294,Jason Martin,Jason C Martin,Guernsey,1995-03-18,Right-hand bat,
1450905,success,,Junior Dieudonne Alembe,Junior Alembe,Cameroon,1999-05-27,,Left-hand bat,left,,,,,2026-06-10 04:04:57.68286,Junior Alembe,Junior Dieudonne Alembe,Cameroon,1999-05-27,Left-hand bat,
1323448,success,,Jason Davor Newton,Jason Newton,Croatia,1993-04-06,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:04:59.144393,Jason Newton,Jason Davor Newton,Croatia,1993-04-06,Right-hand bat,Right-arm medium-fast
6992,success,,John Denis Alphonsus O'Connor,Jack O'Connor,Australia,1875-09-09,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 04:05:00.606102,Jack O'Connor,John Denis Alphonsus O'Connor,Australia,1875-09-09,Left-hand bat,Right-arm medium
1360162,success,,Jacob Daniel Theunis Albertze,Jacob Albertze,Bermuda,1985-03-22,,Right-hand bat,right,,,,,2026-06-10 04:05:02.071764,Jacob Albertze,Jacob Daniel Theunis Albertze,Bermuda,1985-03-22,Right-hand bat,
1360645,success,,Junior Emanuel Scott,Junior Scott,Bahamas,1987-12-24,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:03.533702,Junior Scott,Junior Emanuel Scott,Bahamas,1987-12-24,Right-hand bat,Right-arm medium
1163167,success,,John Frederick Chester,Frederick Chester,Eswatini,1986-11-03,,,,,,,,2026-06-10 04:05:06.382178,Frederick Chester,John Frederick Chester,Eswatini,1986-11-03,,
1536761,success,,Jack Ludvik Kovacic,Jack Kovacic,Slovakia,1994-01-26,,Right-hand bat,right,Left-arm medium,left,pace,,2026-06-10 04:05:07.843776,Jack Kovacic,Jack Ludvik Kovacic,Slovakia,1994-01-26,Right-hand bat,Left-arm medium
230368,success,,Jonathan Mark Holland,Jon Holland,Australia,1987-05-29,,Right-hand bat,right,Slow left-arm orthodox,left,spin,,2026-06-10 04:05:09.706115,Jon Holland,Jonathan Mark Holland,Australia,1987-05-29,Right-hand bat,Slow left-arm orthodox
52634,success,,Jack Mollinson Noreiga,Jack Noreiga,West Indies,1936-04-15,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:05:11.167741,Jack Noreiga,Jack Mollinson Noreiga,West Indies,1936-04-15,Right-hand bat,Right-arm offbreak
20200,success,,James Morton Sims,Jim Sims,England,1903-05-13,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 04:05:12.629136,Jim Sims,James Morton Sims,England,1903-05-13,Right-hand bat,Legbreak
45041,success,,Jonathan Payn Fellows-Smith,Pom Pom Fellows-Smith,South Africa,1932-02-03,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:14.090738,Pom Pom Fellows-Smith,Jonathan Payn Fellows-Smith,South Africa,1932-02-03,Right-hand bat,Right-arm medium
1481556,success,,Joseph Ramkellawan Lucky,Joseph Lucky,Costa Rica,1964-10-10,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:05:15.552461,Joseph Lucky,Joseph Ramkellawan Lucky,Costa Rica,1964-10-10,Right-hand bat,Right-arm offbreak
16882,success,,Joseph William Henry Makepeace,Harry Makepeace,England,1881-08-22,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 04:05:17.014143,Harry Makepeace,Joseph William Henry Makepeace,England,1881-08-22,Right-hand bat,Legbreak
1210964,success,,Jagjit Singh Sandhu,Jagjit Singh,India,1997-01-28,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:18.479871,Jagjit Singh,Jagjit Singh Sandhu,India,1997-01-28,Right-hand bat,Right-arm medium
1497608,success,,Jai Tiwari,Jai Tiwari,Switzerland,2007-01-09,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:19.94159,Jai Tiwari,Jai Tiwari,Switzerland,2007-01-09,Right-hand bat,Right-arm medium
1288950,success,,Jitesh Patel,Jitesh Patel,Malta,1986-05-01,,Left-hand bat,left,Left-arm medium,left,pace,,2026-06-10 04:05:22.899066,Jitesh Patel,Jitesh Patel,Malta,1986-05-01,Left-hand bat,Left-arm medium
29976,success,,Joginder Sharma,Joginder Sharma,India,1983-10-23,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 04:05:24.36072,Joginder Sharma,Joginder Sharma,India,1983-10-23,Right-hand bat,Right-arm fast-medium
40926,success,,Junaid Zia,Junaid Zia,Pakistan,1983-12-11,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:05:25.822404,Junaid Zia,Junaid Zia,Pakistan,1983-12-11,Right-hand bat,Right-arm medium-fast
1093646,success,,Kishen Ghalley,Kishen Ghalley,Bhutan,1998-08-11,,Right-hand bat,right,,,,,2026-06-10 04:05:27.684949,Kishen Ghalley,Kishen Ghalley,Bhutan,1998-08-11,Right-hand bat,
1115020,success,,Kitione Tayaga,Kitione Tayaga,Fiji,2000-03-14,,Right-hand bat,right,,,,,2026-06-10 04:05:29.214897,Kitione Tayaga,Kitione Tayaga,Fiji,2000-03-14,Right-hand bat,
307235,success,,Kyle Christopher Hodsoll,Kyle Hodsoll,Bermuda,1988-11-24,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:05:30.676586,Kyle Hodsoll,Kyle Christopher Hodsoll,Bermuda,1988-11-24,Right-hand bat,Right-arm medium-fast
29529,success,,Khanmohammad Cassumbhoy Ibrahim,KC Ibrahim,India,1919-01-26,,Right-hand bat,right,,,,,2026-06-10 04:05:32.138767,KC Ibrahim,Khanmohammad Cassumbhoy Ibrahim,India,1919-01-26,Right-hand bat,
1129634,success,,Katene Dalton Clarke,Katene Clarke,New Zealand,1999-09-21,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:05:33.632807,Katene Clarke,Katene Dalton Clarke,New Zealand,1999-09-21,Right-hand bat,Right-arm medium-fast
9002,success,,Kim John Barnett,Kim Barnett,England,1960-07-17,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 04:05:35.31173,Kim Barnett,Kim John Barnett,England,1960-07-17,Right-hand bat,Legbreak
1535370,success,,Kouassi Konan Hermann,Kouassi Hermann,Ivory Coast,2001-12-09,,Right-hand bat,right,,,,,2026-06-10 04:05:36.998352,Kouassi Hermann,Kouassi Konan Hermann,Ivory Coast,2001-12-09,Right-hand bat,
961001,success,,Krishna Kumar Sharma,Krishna Sharma,Slovenia,1984-11-13,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:05:39.817042,Krishna Sharma,Krishna Kumar Sharma,Slovenia,1984-11-13,Right-hand bat,Right-arm offbreak
1428992,success,,Kendall Orozco Altamirano,Kendall Altamirano,Costa Rica,2001-04-18,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:41.278633,Kendall Altamirano,Kendall Orozco Altamirano,Costa Rica,2001-04-18,Right-hand bat,Right-arm medium
29533,success,,Kumar Shri Madhavsinhji Jadeja Indrajitsinhji,Prince Indrajitsinhji,India,1937-06-15,,Right-hand bat,right,,,,,2026-06-10 04:05:42.740115,Prince Indrajitsinhji,Kumar Shri Madhavsinhji Jadeja Indrajitsinhji,India,1937-06-15,Right-hand bat,
416190,success,,Kjorn Yohance Ottley,Kjorn Ottley,West Indies,1989-12-09,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 04:05:44.229017,Kjorn Ottley,Kjorn Yohance Ottley,West Indies,1989-12-09,Left-hand bat,Right-arm offbreak
1534330,success,,Kaif Jamadar,Kaif Jamadar,Finland,1996-01-05,,Left-hand bat,left,,,,,2026-06-10 04:05:45.690675,Kaif Jamadar,Kaif Jamadar,Finland,1996-01-05,Left-hand bat,
623104,success,,Kamran Shazad,Kamran Shazad,United Arab Emirates,1980-08-25,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:05:47.151623,Kamran Shazad,Kamran Shazad,United Arab Emirates,1980-08-25,Right-hand bat,Right-arm medium-fast
1082755,success,,Karweng NG,Karweng NG,Philippines,1981-08-21,,Right-hand bat,right,,,,,2026-06-10 04:05:48.613419,Karweng NG,Karweng NG,Philippines,1981-08-21,Right-hand bat,
41039,success,,Khalid Ibadulla,Billy Ibadulla,Pakistan,1935-12-20,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:50.079281,Billy Ibadulla,Khalid Ibadulla,Pakistan,1935-12-20,Right-hand bat,Right-arm medium
1329699,success,,Khawaja Muhammad Nafay,Khawaja Nafay,Pakistan,2002-02-13,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:05:51.541077,Khawaja Nafay,Khawaja Muhammad Nafay,Pakistan,2002-02-13,Right-hand bat,Right-arm offbreak
1516414,success,,Komang Putra Bayu,Komang Putra,Indonesia,2008-04-03,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:53.002608,Komang Putra,Komang Putra Bayu,Indonesia,2008-04-03,Right-hand bat,Right-arm medium
1319175,success,,Kristan Tillett,Kristan Tillett,Belize,2000-10-25,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:05:55.892913,Kristan Tillett,Kristan Tillett,Belize,2000-10-25,Right-hand bat,Right-arm medium
1082768,success,,Kuldeep Singh,Kuldeep Singh,Philippines,1997-09-25,,,,,,,,2026-06-10 04:05:57.554773,Kuldeep Singh,Kuldeep Singh,Philippines,1997-09-25,,
1115042,success,,Lester Evile,Lester Evile,Samoa,2002-11-11,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:05:59.103177,Lester Evile,Lester Evile,Samoa,2002-11-11,Right-hand bat,Right-arm offbreak
937673,success,,Laxman Sreekumar,Laxman Sreekumar,United Arab Emirates,1987-05-15,,Right-hand bat,right,,,,,2026-06-10 04:06:00.564705,Laxman Sreekumar,Laxman Sreekumar,United Arab Emirates,1987-05-15,Right-hand bat,
1382807,success,,Luka Stubbs,Luka Stubbs,Croatia,1996-10-18,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:06:02.027265,Luka Stubbs,Luka Stubbs,Croatia,1996-10-18,Right-hand bat,Right-arm medium
12845,success,,Laurence Barnard Fishlock,Laurie Fishlock,England,1907-01-02,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 04:06:03.488886,Laurie Fishlock,Laurence Barnard Fishlock,England,1907-01-02,Left-hand bat,Slow left-arm orthodox
428366,success,,Lahiru Dilshan Madushanka,Lahiru Madushanka,Sri Lanka,1992-09-12,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 04:06:04.954519,Lahiru Madushanka,Lahiru Dilshan Madushanka,Sri Lanka,1992-09-12,Right-hand bat,Right-arm fast-medium
21568,success,,Leslie Fletcher Townsend,Leslie Townsend,England,1903-06-08,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:06:06.416255,Leslie Townsend,Leslie Fletcher Townsend,England,1903-06-08,Right-hand bat,Right-arm medium
17070,success,,Leonard James Moon,Leonard Moon,England,1878-02-09,,Right-hand bat,right,,,,,2026-06-10 04:06:07.916224,Leonard Moon,Leonard James Moon,England,1878-02-09,Right-hand bat,
38920,success,,Luke James Woodcock,Luke Woodcock,New Zealand,1982-03-19,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 04:06:09.404663,Luke Woodcock,Luke James Woodcock,New Zealand,1982-03-19,Left-hand bat,Slow left-arm orthodox
1459939,success,,Ladji Koudou Wilfried Ezechiel,Ladji Ezechiel,Ivory Coast,2007-09-27,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:06:12.253287,Ladji Ezechiel,Ladji Koudou Wilfried Ezechiel,Ivory Coast,2007-09-27,Right-hand bat,Right-arm medium-fast
51224,success,,Lionel Sydney Birkett,Lionel Birkett,West Indies,1905-04-14,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:06:13.714936,Lionel Birkett,Lionel Sydney Birkett,West Indies,1905-04-14,Right-hand bat,Right-arm medium
33034,success,,Lalchand Sitaram Rajput,Lalchand Rajput,India,1961-12-18,,Right-hand bat,right,,,,,2026-06-10 04:06:15.237572,Lalchand Rajput,Lalchand Sitaram Rajput,India,1961-12-18,Right-hand bat,
425253,success,,Lekamwasam Sithira Prathapa Siriwardhana,Prathapa Siriwardhana,Israel,1989-07-22,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:06:16.699134,Prathapa Siriwardhana,Lekamwasam Sithira Prathapa Siriwardhana,Israel,1989-07-22,Right-hand bat,Right-arm medium-fast
49487,success,,Lalith Wasantha Silva Kaluperuma,Lalith Kaluperuma,Sri Lanka,1949-06-25,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 04:06:18.160664,Lalith Kaluperuma,Lalith Wasantha Silva Kaluperuma,Sri Lanka,1949-06-25,Right-hand bat,Right-arm offbreak
1063354,success,,Lee Hyosin,Lee Hyosin,South Korea,1989-09-24,,Right-hand bat,right,,,,,2026-06-10 04:06:19.625955,Lee Hyosin,Lee Hyosin,South Korea,1989-09-24,Right-hand bat,
14077,success,,George Robert Canning Harris (Lord Harris),Lord Harris,England,1851-02-03,,Right-hand bat,right,,,,,2026-06-10 04:06:21.088264,Lord Harris,George Robert Canning Harris (Lord Harris),England,1851-02-03,Right-hand bat,
1176870,success,,Miracle Akhigbe,Miracle Akhigbe,Nigeria,2002-05-27,,Right-hand bat,right,,,,,2026-06-10 04:06:22.549958,Miracle Akhigbe,Miracle Akhigbe,Nigeria,2002-05-27,Right-hand bat,
1286498,success,,Maxwell Fru,Maxwell Fru,Cameroon,1997-03-12,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:06:24.011629,Maxwell Fru,Maxwell Fru,Cameroon,1997-03-12,Right-hand bat,Right-arm medium-fast
29654,success,,Mohammad Jahangir Khan,Jahangir Khan,India,1910-02-01,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 04:06:25.473496,Jahangir Khan,Mohammad Jahangir Khan,India,1910-02-01,Right-hand bat,Right-arm fast-medium
1392855,success,,Mahesh Prasanna,Mahesh Prasanna,Romania,1983-07-02,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 04:06:28.723089,Mahesh Prasanna,Mahesh Prasanna,Romania,1983-07-02,Left-hand bat,Slow left-arm orthodox
1536769,success,,Matija Separovic,Matija Separovic,Croatia,1999-09-21,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:06:30.184795,Matija Separovic,Matija Separovic,Croatia,1999-09-21,Right-hand bat,Right-arm medium
1378748,success,,Merve Sert,Merve Sert,Turkey,1996-11-01,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 04:06:32.247754,Merve Sert,Merve Sert,Turkey,1996-11-01,Right-hand bat,Right-arm medium-fast
22328,success,,Michael Watkinson,Mike Watkinson,England,1961-08-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:06:33.709332,Mike Watkinson,Michael Watkinson,England,1961-08-01,Right-hand bat,Right-arm medium
469049,success,,Matthew G Hunter,Matthew Hunter,Gibraltar,1993-07-10,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 04:06:35.206064,Matthew Hunter,Matthew G Hunter,Gibraltar,1993-07-10,Right-hand bat,Right-arm medium
515054,success,,Mark Harry Oman,Mark Oman,Slovenia,1966-09-05,,Left-hand bat,left,,,,,2026-06-10 04:06:36.672137,Mark Oman,Mark Harry Oman,Slovenia,1966-09-05,Left-hand bat,
